CustomerID,Recency,Frequency,Monetary,Diversity,Cluster,Segment
14851,23,2,511.35,28,0,Potential Loyalists
14852,58,6,2836.69,96,1,Loyal Customers
14853,24,2,475.8,8,0,Potential Loyalists
14854,78,7,2759.83,110,1,Loyal Customers
14855,119,2,645.65,13,2,Lost / At Risk
14856,36,3,1311.38,65,1,Champions
14857,60,2,1173.1200000000001,58,1,Loyal Customers
14859,13,4,1353.74,47,1,Champions
14860,19,1,170.32,11,0,Potential Loyalists
14861,52,1,125.79,6,2,Need Attention
14862,26,2,841.2,47,0,Champions
14863,29,1,266.76,11,0,Potential Loyalists
14865,7,2,52.2,4,0,Potential Loyalists
14866,11,12,14389.9,30,3,Champions
14867,186,3,710.28,31,1,Loyal Customers
14868,3,8,2953.59,96,3,Champions
14869,9,2,725.7,66,0,Champions
14870,262,1,327.25,13,2,Lost / At Risk
14871,3,4,522.38,68,0,Potential Loyalists
14873,210,1,519.68,28,2,Lost / At Risk
14875,108,2,1465.32,46,1,Loyal Customers
14878,13,9,1485.54,62,3,Champions
14880,77,3,706.19,45,1,Loyal Customers
14881,20,1,255.4,17,0,Potential Loyalists
14882,27,2,589.7,6,0,Potential Loyalists
14883,19,6,761.59,39,1,Champions
14885,132,1,765.3199999999999,15,2,Lost / At Risk
14886,253,1,364.8,18,2,Lost / At Risk
14887,79,1,1862.0,6,2,Lost / At Risk
14888,207,1,369.2,20,2,Lost / At Risk
14889,336,1,135.9,10,2,Lost / At Risk
14890,254,1,125.65,7,2,Lost / At Risk
14891,148,2,554.38,30,2,Lost / At Risk
14893,10,2,1237.8500000000001,72,0,Champions
14894,85,1,655.75,23,2,Lost / At Risk
14895,8,20,11138.710000000001,273,3,Champions
14896,205,2,468.77000000000004,43,1,Lost / At Risk
14897,8,4,1366.38,43,0,Champions
14898,23,6,1303.52,86,1,Champions
14901,11,9,1421.29,73,3,Champions
14902,26,1,332.66,20,0,Potential Loyalists
14903,21,5,2810.63,227,3,Champions
14904,2,2,1025.44,66,0,Champions
14905,158,2,616.15,14,2,Lost / At Risk
14907,3,7,3501.1,125,3,Champions
14908,74,1,277.8,9,2,Need Attention
14910,3,4,434.35,25,0,Potential Loyalists
14911,1,201,143825.06,1787,3,Champions
14912,17,2,867.85,21,0,Champions
14913,36,4,1227.43,76,1,Champions
14915,91,2,307.48,12,2,Lost / At Risk
14916,71,4,1268.98,72,1,Loyal Customers
14918,116,2,1610.15,39,1,Loyal Customers
14920,213,2,977.77,57,1,Loyal Customers
14921,30,2,1316.07,78,1,Champions
14923,51,1,749.1,44,1,Potential Loyalists
14924,246,1,310.05,10,2,Lost / At Risk
14929,32,1,223.88,11,2,Potential Loyalists
14930,109,3,2372.86,116,1,Loyal Customers
14931,5,5,1257.68,30,0,Champions
14932,366,1,363.53,17,2,Lost / At Risk
14934,82,2,1890.94,68,1,Loyal Customers
14935,297,1,1784.71,10,2,Lost / At Risk
14936,34,8,8137.02,210,3,Champions
14937,57,3,1621.88,33,1,Loyal Customers
14944,30,12,5900.25,101,3,Champions
14946,14,1,100.9,3,2,Potential Loyalists
14947,72,2,290.82,14,2,Need Attention
14948,23,6,1101.97,56,1,Champions
14950,19,1,371.2,19,0,Potential Loyalists
14951,79,1,311.69,20,2,Lost / At Risk
14952,60,11,8099.49,117,3,Loyal Customers
14953,25,1,289.82,54,0,Potential Loyalists
14954,12,1,336.17,75,0,Potential Loyalists
14957,253,1,58.49,12,2,Lost / At Risk
14958,147,3,499.68,33,1,Lost / At Risk
14959,64,4,695.42,37,1,Loyal Customers
14960,8,2,221.27,23,0,Potential Loyalists
14961,11,9,7044.68,193,3,Champions
14962,271,1,126.7,5,2,Lost / At Risk
14963,10,5,1487.8,149,3,Champions
14964,247,1,206.21,13,2,Lost / At Risk
14965,96,2,599.0,80,1,Lost / At Risk
14966,15,1,191.32,35,0,Potential Loyalists
14967,50,1,463.8,6,2,Potential Loyalists
14968,30,1,147.59,37,0,Potential Loyalists
14970,68,4,1592.06,24,1,Loyal Customers
14971,35,3,1116.57,144,1,Champions
14972,128,1,114.77,18,2,Lost / At Risk
14973,107,3,1314.45,29,1,Loyal Customers
14974,37,1,114.39,17,2,Potential Loyalists
14975,57,1,279.94,11,2,Need Attention
14976,57,7,790.86,47,1,Loyal Customers
14978,72,5,1931.42,136,1,Loyal Customers
14981,246,1,102.12,8,2,Lost / At Risk
14984,19,2,213.27,37,0,Potential Loyalists
14985,198,2,296.75,78,1,Lost / At Risk
14987,16,2,326.4,2,0,Potential Loyalists
14988,212,1,334.54,40,2,Lost / At Risk
14995,39,2,233.23000000000002,53,0,Potential Loyalists
14997,46,3,546.1999999999999,25,0,Potential Loyalists
14998,170,2,429.87,70,1,Lost / At Risk
15000,48,1,490.52,76,1,Potential Loyalists
15002,116,4,1641.76,93,1,Loyal Customers
15004,147,1,1246.32,154,1,Lost / At Risk
15005,16,28,6316.57,360,3,Champions
15006,51,1,502.09,121,1,Potential Loyalists
15007,159,1,156.91,12,2,Lost / At Risk
15009,12,3,1261.78,148,1,Champions
15010,36,1,308.94,20,0,Potential Loyalists
15012,54,2,423.04,110,1,Need Attention
15014,43,2,260.17,29,0,Potential Loyalists
15016,173,1,170.04,20,2,Lost / At Risk
15017,34,1,125.58,20,2,Potential Loyalists
15018,39,3,496.21,30,0,Potential Loyalists
15019,267,1,266.0,64,2,Lost / At Risk
15021,9,9,1914.82,287,3,Champions
15022,12,4,905.04,96,1,Champions
15023,3,11,6802.76,347,3,Champions
15024,10,10,1661.33,105,3,Champions
15025,33,1,377.01,66,0,Potential Loyalists
15026,80,3,469.0,57,1,Lost / At Risk
15027,31,4,1066.15,30,1,Champions
15028,8,4,627.13,35,0,Potential Loyalists
15030,72,2,518.28,7,2,Need Attention
15031,4,4,668.14,74,0,Potential Loyalists
15032,256,3,4959.1,29,1,Loyal Customers
15033,5,10,2586.67,315,3,Champions
15034,16,8,4308.61,299,3,Champions
15035,90,1,252.73000000000002,26,2,Lost / At Risk
15036,72,3,465.55,107,1,Need Attention
15038,59,6,705.49,105,1,Loyal Customers
15039,10,47,19914.44,408,3,Champions
15041,170,1,180.35,66,2,Lost / At Risk
15042,199,1,135.93,5,2,Lost / At Risk
15043,31,1,537.0,3,2,Potential Loyalists
15044,19,17,7700.2300000000005,233,3,Champions
15045,152,2,735.66,11,2,Loyal Customers
15046,9,15,5213.7699999999995,147,3,Champions
15047,270,1,343.62,22,2,Lost / At Risk
15048,65,4,384.05,86,1,Need Attention
15049,274,1,121.17000000000002,3,2,Lost / At Risk
15050,25,3,1782.09,68,1,Champions
15051,23,3,1391.61,130,1,Champions
15052,319,1,215.78,27,2,Lost / At Risk
15053,5,3,697.79,49,0,Champions
15054,12,2,302.1,105,0,Potential Loyalists
15057,275,2,1489.5,25,1,Loyal Customers
15058,25,11,2124.99,199,3,Champions
15059,41,9,1337.72,161,3,Champions
15060,8,4,303.09000000000003,81,0,Potential Loyalists
15061,4,48,54534.14,70,3,Champions
15062,71,4,987.86,47,1,Loyal Customers
15063,213,1,370.79999999999995,5,2,Lost / At Risk
15065,38,4,3158.13,148,1,Champions
15066,53,1,893.59,42,1,Need Attention
15067,78,3,1744.76,82,1,Loyal Customers
15068,46,2,553.36,96,1,Potential Loyalists
15069,179,1,1109.53,70,1,Lost / At Risk
15070,373,1,106.2,1,2,Lost / At Risk
15071,94,2,982.07,25,1,Loyal Customers
15073,10,3,1043.41,31,0,Champions
15074,105,1,748.87,41,1,Lost / At Risk
15075,78,1,773.03,27,2,Lost / At Risk
15076,173,1,880.85,49,1,Lost / At Risk
15078,7,32,9743.11,97,3,Champions
15079,213,4,895.61,46,1,Loyal Customers
15081,22,5,504.8,26,0,Potential Loyalists
15083,257,1,88.2,5,2,Lost / At Risk
15087,282,1,306.94,15,2,Lost / At Risk
15088,21,2,1160.07,53,1,Champions
15089,10,6,2420.84,139,3,Champions
15090,308,1,381.32,23,2,Lost / At Risk
15091,68,1,480.71,30,2,Need Attention
15092,215,2,457.81,23,2,Lost / At Risk
15093,18,6,4597.02,52,3,Champions
15095,104,4,1370.6000000000001,30,1,Loyal Customers
15096,43,1,219.39000000000001,11,2,Potential Loyalists
15097,4,1,248.08,25,0,Potential Loyalists
15098,182,3,39916.5,1,1,Loyal Customers
15099,84,1,410.48,23,2,Lost / At Risk
15100,334,3,876.0,1,2,Loyal Customers
15101,9,2,317.53000000000003,8,0,Potential Loyalists
15103,31,2,703.36,35,0,Champions
15104,197,2,1027.44,66,1,Loyal Customers
15105,18,7,2298.93,90,3,Champions
15106,18,5,1422.52,90,1,Champions
15107,311,6,319.5,12,2,Lost / At Risk
15108,142,4,1300.25,50,1,Loyal Customers
15109,246,1,484.95,28,2,Lost / At Risk
15110,24,4,996.1,17,0,Champions
15111,29,3,1567.48,70,1,Champions
15113,10,3,3609.33,77,3,Champions
15114,30,10,2760.56,136,3,Champions
15115,18,1,340.11,21,0,Potential Loyalists
15116,18,4,1352.75,37,1,Champions
15117,15,5,1551.78,63,1,Champions
15118,134,1,244.8,1,2,Lost / At Risk
15119,246,1,266.4,14,2,Lost / At Risk
15120,134,1,358.82,21,2,Lost / At Risk
15121,50,2,457.72,28,0,Potential Loyalists
15122,114,3,1633.78,65,1,Loyal Customers
15123,7,2,2199.31,93,0,Champions
15124,23,2,184.19,14,0,Potential Loyalists
15125,25,15,11528.48,102,3,Champions
15127,66,1,406.53000000000003,16,2,Need Attention
15128,60,4,1471.0,74,1,Loyal Customers
15129,50,11,3447.4,54,3,Champions
15130,170,1,330.11,22,2,Lost / At Risk
15132,18,5,977.9300000000001,49,1,Champions
15133,128,3,982.42,27,1,Loyal Customers
15134,15,8,1387.99,44,3,Champions
15135,239,1,139.05,9,2,Lost / At Risk
15136,3,4,1286.7,61,0,Champions
15139,240,2,178.96,13,2,Lost / At Risk
15140,52,7,2354.25,74,1,Loyal Customers
15142,46,1,498.74,26,0,Potential Loyalists
15143,226,1,259.45,14,2,Lost / At Risk
15144,8,17,6580.4400000000005,132,3,Champions
15145,4,4,1194.73,54,0,Champions
15146,165,2,1327.16,90,1,Loyal Customers
15147,240,1,623.5,28,2,Lost / At Risk
15148,11,1,301.29,20,0,Potential Loyalists
15149,134,1,520.8000000000001,23,2,Lost / At Risk
15150,17,10,5314.47,282,3,Champions
15152,10,13,4745.69,196,3,Champions
15153,31,1,329.25,22,0,Potential Loyalists
15154,75,1,296.42,66,1,Need Attention
15156,1,3,961.49,51,0,Champions
15157,4,3,1936.07,125,3,Champions
15158,45,1,401.40000000000003,7,2,Potential Loyalists
15159,2,30,18641.010000000002,363,3,Champions
15160,357,1,158.16,4,2,Lost / At Risk
15163,18,2,304.47,29,0,Potential Loyalists
15164,69,3,843.05,79,1,Loyal Customers
15165,373,1,487.75,27,2,Lost / At Risk
15167,321,1,163.0,39,2,Lost / At Risk
15168,26,1,106.56,5,2,Potential Loyalists
15171,331,1,1289.5,5,2,Lost / At Risk
15172,9,5,1624.05,106,3,Champions
15174,323,1,135.75,11,2,Lost / At Risk
15175,72,1,224.14,23,2,Need Attention
15178,260,1,40.5,3,2,Lost / At Risk
15179,18,5,2206.9500000000003,91,3,Champions
15180,367,1,87.5,6,2,Lost / At Risk
15181,66,3,689.48,11,2,Loyal Customers
15182,154,2,622.85,24,2,Lost / At Risk
15184,29,2,406.76,59,0,Potential Loyalists
15185,70,1,310.62,21,2,Need Attention
15186,14,2,411.41,17,0,Potential Loyalists
15187,2,16,4777.18,61,3,Champions
15189,1,41,16225.39,80,3,Champions
15192,120,3,1044.32,36,1,Loyal Customers
15193,61,1,499.32,19,2,Need Attention
15194,3,15,7616.53,209,3,Champions
15195,3,1,3861.0,1,0,Potential Loyalists
15197,11,3,1079.61,30,0,Champions
15198,92,2,193.64,10,2,Lost / At Risk
15199,59,4,1268.7,5,0,Loyal Customers
15201,87,5,1236.54,35,1,Loyal Customers
15203,26,6,1827.8,82,1,Champions
15204,357,1,316.58,9,2,Lost / At Risk
15205,85,2,653.24,37,1,Lost / At Risk
15206,10,4,420.3,3,0,Potential Loyalists
15208,1,5,870.12,25,0,Champions
15210,225,1,331.18,20,2,Lost / At Risk
15211,60,2,894.4100000000001,52,1,Loyal Customers
15212,241,1,101.8,5,2,Lost / At Risk
15213,319,2,328.35,22,2,Lost / At Risk
15214,2,8,1661.44,109,3,Champions
15215,47,3,734.94,33,1,Champions
15216,88,1,96.6,2,2,Lost / At Risk
15218,11,11,5756.89,77,3,Champions
15219,176,1,305.75,9,2,Lost / At Risk
15220,52,6,1778.96,110,1,Loyal Customers
15221,366,1,403.25,5,2,Lost / At Risk
15222,319,1,585.0,5,2,Lost / At Risk
15223,226,2,755.75,14,2,Loyal Customers
15224,358,2,322.08,13,2,Lost / At Risk
15225,234,1,409.40000000000003,23,2,Lost / At Risk
15226,311,1,154.41,8,2,Lost / At Risk
15227,37,5,1219.4,43,1,Champions
15228,66,4,3386.71,110,1,Loyal Customers
15230,239,2,429.6,23,2,Lost / At Risk
15232,113,2,612.06,26,1,Lost / At Risk
15234,277,1,197.0,14,2,Lost / At Risk
15235,218,12,2247.51,132,1,Loyal Customers
15236,299,1,321.05,15,2,Lost / At Risk
15237,2,4,1412.32,94,3,Champions
15238,29,3,1071.99,49,1,Champions
15239,10,2,780.59,48,0,Champions
15240,45,5,1706.57,58,1,Champions
15241,67,8,1756.44,82,1,Loyal Customers
15243,74,1,316.68,22,2,Need Attention
15244,65,2,631.57,31,1,Need Attention
15245,134,3,2515.84,55,1,Loyal Customers
15246,238,2,514.15,32,2,Lost / At Risk
15247,122,1,356.0,6,2,Lost / At Risk
15249,32,13,6688.46,211,3,Champions
15251,9,11,10484.99,97,3,Champions
15252,36,2,740.78,44,1,Champions
15253,16,5,918.2,52,1,Champions
15254,127,1,300.36,18,2,Lost / At Risk
15255,67,1,890.85,47,1,Need Attention
15256,149,1,98.45,6,2,Lost / At Risk
15257,283,1,317.15,7,2,Lost / At Risk
15258,169,2,623.16,32,1,Lost / At Risk
15260,100,7,1810.77,62,1,Loyal Customers
15261,135,1,254.82,19,2,Lost / At Risk
15262,324,1,178.95000000000002,10,2,Lost / At Risk
15263,107,1,156.51,12,2,Lost / At Risk
15264,64,1,393.74,23,2,Need Attention
15265,151,2,1506.1200000000001,76,1,Loyal Customers
15266,338,1,119.3,6,2,Lost / At Risk
15267,22,5,1717.36,8,0,Champions
15269,24,1,408.8,2,2,Potential Loyalists
15270,16,7,2379.49,22,3,Champions
15271,7,15,2507.07,184,3,Champions
15272,57,2,721.94,63,1,Loyal Customers
15274,4,2,716.57,44,0,Champions
15275,38,1,615.14,41,0,Potential Loyalists
15276,66,1,135.31,49,2,Need Attention
15277,47,1,255.89999999999998,12,2,Potential Loyalists
15279,355,1,290.51,19,2,Lost / At Risk
15280,172,1,113.12,16,2,Lost / At Risk
15281,59,9,2332.15,121,3,Loyal Customers
15286,50,1,240.55,3,2,Potential Loyalists
15287,22,2,486.69,17,0,Potential Loyalists
15288,43,5,2306.52,80,1,Champions
15289,29,3,939.78,43,1,Champions
15290,5,18,7943.22,93,3,Champions
15291,26,15,4668.3,62,3,Champions
15292,201,1,180.94,24,2,Lost / At Risk
15296,51,6,3672.86,137,1,Champions
15297,10,3,641.94,30,0,Potential Loyalists
15298,2,12,4799.9,115,3,Champions
15299,67,7,4507.01,7,1,Loyal Customers
15300,64,1,496.44,28,2,Need Attention
15301,51,12,5070.35,167,3,Champions
15303,290,1,574.02,31,2,Lost / At Risk
15304,61,8,694.4,8,1,Loyal Customers
15306,64,3,1174.3500000000001,57,1,Loyal Customers
15307,96,1,205.3,12,2,Lost / At Risk
15308,274,1,310.47,19,2,Lost / At Risk
15311,1,91,60767.9,567,3,Champions
15312,75,4,924.85,42,1,Loyal Customers
15313,110,1,52.0,1,2,Lost / At Risk
15314,199,1,327.97,24,2,Lost / At Risk
15315,64,2,570.5,35,1,Need Attention
15316,327,1,165.0,1,2,Lost / At Risk
15318,4,1,312.62,33,0,Potential Loyalists
15319,284,1,204.5,16,2,Lost / At Risk
15320,44,1,267.13,36,0,Potential Loyalists
15321,71,3,2748.31,83,1,Loyal Customers
15322,86,1,679.68,42,1,Lost / At Risk
15325,104,1,162.29,47,2,Lost / At Risk
15326,334,1,311.71,29,2,Lost / At Risk
15327,53,1,208.75,10,2,Need Attention
15329,39,3,1049.7,51,1,Champions
15330,32,2,714.9599999999999,10,0,Champions
15332,366,4,1661.06,29,1,Loyal Customers
15333,208,1,1028.56,16,2,Lost / At Risk
15334,157,3,351.67,67,1,Lost / At Risk
15335,54,1,173.97,34,2,Need Attention
15339,66,2,574.07,77,1,Need Attention
15341,81,1,2020.52,17,1,Lost / At Risk
15342,130,1,406.09000000000003,24,2,Lost / At Risk
15343,87,1,364.5,21,2,Lost / At Risk
15344,1,3,563.94,21,0,Potential Loyalists
15345,46,1,393.54,20,0,Potential Loyalists
15346,333,1,252.42000000000002,17,2,Lost / At Risk
15347,366,1,201.60000000000002,5,2,Lost / At Risk
15348,72,1,158.04,9,2,Need Attention
15349,158,2,473.81,65,1,Lost / At Risk
15350,373,1,115.65,5,2,Lost / At Risk
15351,12,7,1960.11,157,3,Champions
15353,255,2,777.02,59,1,Loyal Customers
15355,29,2,277.05,9,0,Potential Loyalists
15356,31,10,2766.5,215,3,Champions
15358,5,22,8347.2,292,3,Champions
15360,40,1,427.93,13,2,Potential Loyalists
15361,362,1,418.92,7,2,Lost / At Risk
15363,373,1,326.0,16,2,Lost / At Risk
15364,96,2,913.19,29,1,Loyal Customers
15365,26,7,2314.32,65,3,Champions
15366,75,2,602.51,37,1,Need Attention
15367,57,4,1877.5900000000001,91,1,Loyal Customers
15368,21,1,446.94000000000005,4,0,Potential Loyalists
15370,41,7,2386.05,65,1,Champions
15372,137,1,2007.4,27,1,Lost / At Risk
15373,8,12,2415.91,74,3,Champions
15374,129,1,168.0,3,2,Lost / At Risk
15376,40,3,1233.3600000000001,100,1,Champions
15379,169,7,3703.29,145,1,Loyal Customers
15380,9,5,1690.26,22,0,Champions
15381,214,2,596.85,8,2,Lost / At Risk
15382,15,6,5955.71,193,3,Champions
15384,170,2,642.41,34,1,Lost / At Risk
15385,40,1,316.88,12,2,Potential Loyalists
15386,186,1,394.14,31,2,Lost / At Risk
15388,270,1,140.54,10,2,Lost / At Risk
15389,172,1,500.0,1,2,Lost / At Risk
15392,5,4,1535.53,74,3,Champions
15393,16,2,231.86,10,0,Potential Loyalists
15394,10,4,2183.54,54,3,Champions
15395,326,1,107.45,7,2,Lost / At Risk
15396,113,1,288.18,14,2,Lost / At Risk
15397,290,1,94.0,6,2,Lost / At Risk
15398,16,2,1345.53,60,0,Champions
15399,1,3,815.77,45,0,Champions
15400,92,5,716.2,10,1,Loyal Customers
15402,149,2,626.77,35,1,Lost / At Risk
15405,189,1,349.1,8,2,Lost / At Risk
15406,31,2,510.71000000000004,51,0,Potential Loyalists
15407,34,4,1056.44,142,1,Champions
15408,264,1,267.18,34,2,Lost / At Risk
15410,84,8,3450.84,48,1,Loyal Customers
15411,26,4,1358.88,86,1,Champions
15412,171,1,190.53,10,2,Lost / At Risk
15414,10,3,774.9000000000001,37,0,Champions
15415,313,1,572.8100000000001,46,2,Lost / At Risk
15416,65,4,3984.32,165,1,Loyal Customers
15417,85,1,508.8,28,2,Lost / At Risk
15419,25,1,135.86,8,2,Potential Loyalists
15421,59,4,950.36,40,1,Loyal Customers
15422,323,2,97.7,6,2,Lost / At Risk
15423,38,1,43.5,2,2,Potential Loyalists
15424,254,2,383.34,17,2,Lost / At Risk
15426,19,5,1447.39,217,3,Champions
15427,33,3,1483.14,233,1,Champions
15428,15,1,93.78,6,0,Potential Loyalists
15429,27,2,397.35,77,0,Potential Loyalists
15432,23,1,171.19000000000003,10,0,Potential Loyalists
15433,214,2,533.3,40,1,Lost / At Risk
15434,8,5,1041.48,40,0,Champions
15435,22,1,149.29,29,0,Potential Loyalists
15436,12,3,1122.53,243,1,Champions
15437,262,1,200.16,44,2,Lost / At Risk
15438,131,1,156.57999999999998,25,2,Lost / At Risk
15440,55,3,383.68,50,1,Need Attention
15442,249,1,594.0,2,2,Lost / At Risk
15443,2,7,3236.91,237,3,Champions
15444,9,2,1418.26,191,1,Champions
15445,264,1,113.5,5,2,Lost / At Risk
15447,331,1,155.17000000000002,9,2,Lost / At Risk
15448,313,1,494.64,28,2,Lost / At Risk
15449,26,3,974.52,47,1,Champions
15450,30,1,429.84,30,0,Potential Loyalists
15452,30,3,538.73,47,0,Potential Loyalists
15453,2,7,1388.37,169,3,Champions
15454,362,1,179.1,23,2,Lost / At Risk
15456,283,3,447.22,48,1,Lost / At Risk
15457,262,1,237.07,56,2,Lost / At Risk
15458,25,1,161.64,7,2,Potential Loyalists
15460,354,1,216.76,53,2,Lost / At Risk
15462,94,3,234.6,9,2,Lost / At Risk
15463,29,1,126.14,7,2,Potential Loyalists
15464,338,1,1048.85,155,1,Lost / At Risk
15465,20,18,7354.62,43,3,Champions
15466,85,1,334.53,56,2,Lost / At Risk
15467,9,3,524.88,41,0,Potential Loyalists
15468,51,2,467.51,24,0,Potential Loyalists
15469,50,2,538.55,24,0,Potential Loyalists
15471,2,1,469.48,67,0,Potential Loyalists
15472,113,1,371.56,76,1,Lost / At Risk
15473,14,7,1771.2,4,0,Champions
15475,77,1,454.11,29,2,Lost / At Risk
15478,40,2,1441.42,34,1,Champions
15480,116,1,905.5,45,1,Lost / At Risk
15482,16,12,11054.96,46,3,Champions
15483,161,4,233.81,74,1,Lost / At Risk
15484,1,4,3594.31,135,3,Champions
15485,30,3,2575.0,59,1,Champions
15488,93,1,91.32000000000001,2,2,Lost / At Risk
15489,23,3,1134.28,47,1,Champions
15491,95,6,3100.09,108,1,Loyal Customers
15492,28,2,659.46,32,0,Potential Loyalists
15493,33,5,2001.8,177,1,Champions
15494,21,2,1299.23,120,1,Champions
15497,18,2,1262.2,13,0,Champions
15498,3,27,13316.4,360,3,Champions
15500,8,4,1131.56,64,0,Champions
15502,16,12,10384.93,164,3,Champions
15503,363,1,147.09,66,2,Lost / At Risk
15504,81,1,52.83,13,2,Lost / At Risk
15505,53,5,3610.96,90,1,Loyal Customers
15506,23,3,979.26,121,1,Champions
15507,172,1,492.36,41,2,Lost / At Risk
15508,189,6,1000.27,78,1,Loyal Customers
15510,331,1,250.0,1,2,Lost / At Risk
15511,12,5,909.23,117,1,Champions
15512,156,2,121.0,7,2,Lost / At Risk
15513,33,19,14758.22,183,3,Champions
15514,12,11,4139.46,96,3,Champions
15516,45,3,62.43,15,2,Potential Loyalists
15517,233,1,267.03,27,2,Lost / At Risk
15518,64,8,1942.45,135,1,Loyal Customers
15520,2,1,343.5,18,0,Potential Loyalists
15521,40,8,3000.2,116,3,Champions
15522,33,2,398.84,47,0,Potential Loyalists
15523,84,1,412.01000000000005,10,2,Lost / At Risk
15524,25,1,440.0,1,2,Potential Loyalists
15525,2,3,825.92,133,0,Champions
15526,33,2,148.44,4,2,Potential Loyalists
15527,19,8,2429.78,127,3,Champions
15528,254,1,229.33,26,2,Lost / At Risk
15529,23,11,3995.23,415,3,Champions
15530,22,4,1502.3500000000001,90,1,Champions
15531,8,2,2007.44,196,1,Champions
15532,25,4,1580.93,205,1,Champions
15533,19,3,807.57,73,1,Champions
15535,173,4,536.4,55,1,Lost / At Risk
15537,163,1,110.92,24,2,Lost / At Risk
15539,7,1,538.46,41,0,Potential Loyalists
15540,11,1,213.3,15,0,Potential Loyalists
15541,114,1,85.13000000000001,29,2,Lost / At Risk
15543,288,1,127.86,26,2,Lost / At Risk
15544,9,9,3546.71,122,3,Champions
15545,54,2,292.71999999999997,78,1,Need Attention
15547,7,14,4954.84,441,3,Champions
15549,77,3,1693.26,104,1,Loyal Customers
15550,4,4,575.63,43,0,Potential Loyalists
15551,37,1,436.06,29,0,Potential Loyalists
15552,217,1,90.12,17,2,Lost / At Risk
15553,60,1,437.23,51,0,Need Attention
15554,278,1,217.2,14,2,Lost / At Risk
15555,12,16,4805.17,401,3,Champions
15556,24,1,279.77,31,0,Potential Loyalists
15557,29,1,473.65000000000003,16,0,Potential Loyalists
15561,12,4,800.5899999999999,27,0,Champions
15562,352,1,134.55,1,2,Lost / At Risk
15563,22,4,1400.44,88,1,Champions
15565,50,2,173.16000000000003,8,2,Potential Loyalists
15567,19,1,186.01,7,0,Potential Loyalists
15568,3,3,758.29,27,0,Champions
15569,104,5,1375.71,27,1,Loyal Customers
15570,7,12,4165.52,231,3,Champions
15571,12,4,650.4300000000001,47,0,Potential Loyalists
15572,5,7,2552.86,166,3,Champions
15573,32,2,607.45,88,1,Potential Loyalists
15574,178,4,702.25,131,1,Loyal Customers
15576,38,1,940.67,43,0,Potential Loyalists
15577,151,3,258.88,39,2,Lost / At Risk
15578,162,1,127.1,13,2,Lost / At Risk
15579,69,2,348.6,45,1,Need Attention
15581,121,13,3679.9700000000003,134,3,Loyal Customers
15582,25,3,682.9100000000001,39,0,Champions
15584,24,4,725.11,89,1,Champions
15585,177,1,455.3,31,2,Lost / At Risk
15587,50,4,913.68,3,2,Champions
15589,256,3,478.53,28,2,Lost / At Risk
15592,47,1,388.58,24,0,Potential Loyalists
15593,71,1,199.8,5,2,Need Attention
15594,16,5,1771.78,85,3,Champions
15596,101,5,1406.59,51,1,Loyal Customers
15597,35,1,324.57,22,0,Potential Loyalists
15598,53,1,240.68,14,2,Need Attention
15599,27,2,761.74,50,0,Champions
15601,11,14,6776.56,230,3,Champions
15602,8,9,1297.8700000000001,30,3,Champions
15603,79,1,48.480000000000004,2,2,Lost / At Risk
15604,52,1,216.39000000000001,17,2,Need Attention
15605,36,5,1198.23,61,1,Champions
15606,61,9,2920.16,48,1,Loyal Customers
15607,337,1,104.76,13,2,Lost / At Risk
15608,28,4,1093.68,59,1,Champions
15609,184,1,298.48,16,2,Lost / At Risk
15610,52,1,112.46000000000001,6,2,Need Attention
15611,10,13,1591.45,23,3,Champions
15612,36,2,195.15,4,2,Potential Loyalists
15615,10,23,10399.74,184,3,Champions
15618,33,4,776.851,39,1,Champions
15619,11,1,336.4,3,0,Potential Loyalists
15620,57,3,1553.18,92,1,Loyal Customers
15621,4,4,1293.03,11,0,Champions
15622,43,9,3709.56,169,3,Champions
15623,141,1,301.03000000000003,19,2,Lost / At Risk
15624,117,4,588.13,26,1,Lost / At Risk
15625,104,4,1534.26,44,1,Loyal Customers
15626,75,2,675.8,49,1,Loyal Customers
15628,5,9,2870.2400000000002,85,3,Champions
15630,45,2,1186.35,57,1,Champions
15632,16,8,3285.31,107,3,Champions
15634,17,1,243.55,15,0,Potential Loyalists
15636,90,2,724.76,20,2,Loyal Customers
15637,53,1,223.36,15,2,Need Attention
15639,134,1,425.32,25,2,Lost / At Risk
15640,4,15,12515.66,240,3,Champions
15641,105,4,1887.2,102,1,Loyal Customers
15643,192,3,664.0,31,1,Lost / At Risk
15644,166,4,813.0,166,1,Loyal Customers
15645,19,1,612.01,50,0,Potential Loyalists
15646,158,3,447.64000000000004,35,1,Lost / At Risk
15648,204,2,657.35,23,2,Lost / At Risk
15649,336,2,816.0,1,2,Loyal Customers
15651,37,3,646.3,27,0,Potential Loyalists
15652,91,1,337.74,21,2,Lost / At Risk
15653,93,2,877.44,4,2,Loyal Customers
15654,9,2,922.53,15,0,Champions
15655,243,1,560.6700000000001,34,2,Lost / At Risk
15656,45,4,748.5,46,1,Champions
15657,23,1,30.0,1,2,Potential Loyalists
15658,190,5,1024.1000000000001,40,1,Loyal Customers
15659,44,1,306.45,11,2,Potential Loyalists
15660,25,9,1600.86,55,3,Champions
15661,317,2,309.8,4,2,Lost / At Risk
15663,106,1,138.14,9,2,Lost / At Risk
15664,51,1,386.43,17,2,Potential Loyalists
15665,168,2,2242.01,92,1,Loyal Customers
